sample_id,drone_type,class_id,split,start_time,center_time,end_time,mel_path,gcc_path,x,y,z
Avata_000937,Avata,0,train,1692849086.8901331,1692849087.8901331,1692849088.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000937.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000937_gcc.npz,2.087735652923584,10.346075057983398,12.36793041229248
Avata_000638,Avata,0,train,1692849012.1401331,1692849013.1401331,1692849014.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000638.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000638_gcc.npz,-0.22623157501220703,-1.900498390197754,7.649786949157715
Avata_000387,Avata,0,train,1692848949.3901331,1692848950.3901331,1692848951.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000387.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000387_gcc.npz,1.280659556388855,4.689352989196777,3.1444976329803467
Avata_000692,Avata,0,train,1692849025.6401331,1692849026.6401331,1692849027.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000692.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000692_gcc.npz,-0.8723174929618835,-3.3699357509613037,8.110844612121582
Avata_001094,Avata,0,train,1692849126.1401331,1692849127.1401331,1692849128.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001094.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001094_gcc.npz,-0.6709131002426147,-1.215301513671875,18.231090545654297
Avata_000307,Avata,0,train,1692848929.3901331,1692848930.3901331,1692848931.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000307.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000307_gcc.npz,-0.13379137217998505,-0.1652633100748062,3.11531138420105
Avata_001165,Avata,0,train,1692849143.8901331,1692849144.8901331,1692849145.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001165.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001165_gcc.npz,-0.8296194672584534,-3.335392713546753,18.32145881652832
Avata_000913,Avata,0,train,1692849080.8901331,1692849081.8901331,1692849082.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000913.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000913_gcc.npz,1.960888147354126,10.405673027038574,10.069217681884766
Avata_000340,Avata,0,train,1692848937.6401331,1692848938.6401331,1692848939.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000340.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000340_gcc.npz,-0.9549347162246704,0.6108905076980591,3.1323935985565186
Avata_000461,Avata,0,train,1692848967.8901331,1692848968.8901331,1692848969.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000461.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000461_gcc.npz,3.1502461433410645,8.956371307373047,3.410590410232544
Avata_000295,Avata,0,train,1692848926.3901331,1692848927.3901331,1692848928.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000295.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000295_gcc.npz,-0.4510718882083893,-0.17082718014717102,3.1066744327545166
Avata_000752,Avata,0,train,1692849040.6401331,1692849041.6401331,1692849042.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000752.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000752_gcc.npz,-0.8608744740486145,-2.7676327228546143,8.32137393951416
Avata_001157,Avata,0,train,1692849141.8901331,1692849142.8901331,1692849143.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001157.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001157_gcc.npz,-0.1332557052373886,-3.5269665718078613,18.325780868530273
Avata_000655,Avata,0,train,1692849016.3901331,1692849017.3901331,1692849018.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000655.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000655_gcc.npz,-0.2097824662923813,-1.6231591701507568,7.6043829917907715
Avata_001224,Avata,0,train,1692849158.6401331,1692849159.6401331,1692849160.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001224.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001224_gcc.npz,-0.30283474922180176,-3.8004136085510254,18.083139419555664
Avata_001101,Avata,0,train,1692849127.8901331,1692849128.8901331,1692849129.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001101.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001101_gcc.npz,-0.6825809478759766,-1.2173842191696167,18.246355056762695
Avata_000160,Avata,0,train,1692848892.6401331,1692848893.6401331,1692848894.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000160.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000160_gcc.npz,1.9296561479568481,3.9856128692626953,2.4704010486602783
Avata_000070,Avata,0,train,1692848870.1401331,1692848871.1401331,1692848872.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000070.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000070_gcc.npz,5.26753044128418,11.82473087310791,0.7824820876121521
Avata_000677,Avata,0,train,1692849021.8901331,1692849022.8901331,1692849023.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000677.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000677_gcc.npz,-0.37220507860183716,-1.5628771781921387,8.192427635192871
Avata_000420,Avata,0,train,1692848957.6401331,1692848958.6401331,1692848959.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000420.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000420_gcc.npz,2.782151222229004,7.837621688842773,2.9836456775665283
Avata_001142,Avata,0,train,1692849138.1401331,1692849139.1401331,1692849140.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001142.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001142_gcc.npz,-1.2095997333526611,-3.2787415981292725,18.30352020263672
Avata_001078,Avata,0,train,1692849122.1401331,1692849123.1401331,1692849124.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001078.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001078_gcc.npz,-0.6872891783714294,-1.277716040611267,18.31307029724121
Avata_001089,Avata,0,train,1692849124.8901331,1692849125.8901331,1692849126.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001089.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001089_gcc.npz,-0.6811489462852478,-1.2341781854629517,18.22467803955078
Avata_000998,Avata,0,train,1692849102.1401331,1692849103.1401331,1692849104.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000998.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000998_gcc.npz,2.067596435546875,9.952091217041016,17.37207794189453
Avata_000330,Avata,0,train,1692848935.1401331,1692848936.1401331,1692848937.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000330.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000330_gcc.npz,-0.6590187549591064,0.09166045486927032,3.1161162853240967
Avata_000405,Avata,0,train,1692848953.8901331,1692848954.8901331,1692848955.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000405.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000405_gcc.npz,2.1526501178741455,6.502572536468506,3.0473453998565674
Avata_001002,Avata,0,train,1692849103.1401331,1692849104.1401331,1692849105.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001002.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001002_gcc.npz,1.9517772197723389,9.47817325592041,17.424100875854492
Avata_000543,Avata,0,train,1692848988.3901331,1692848989.3901331,1692848990.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000543.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000543_gcc.npz,3.6043598651885986,12.035743713378906,6.524746417999268
Avata_000393,Avata,0,train,1692848950.8901331,1692848951.8901331,1692848952.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000393.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000393_gcc.npz,1.4049549102783203,5.346157550811768,3.1128015518188477
Avata_001188,Avata,0,train,1692849149.6401331,1692849150.6401331,1692849151.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001188.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001188_gcc.npz,-0.3277861177921295,-3.64913272857666,18.325489044189453
Avata_000656,Avata,0,train,1692849016.6401331,1692849017.6401331,1692849018.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000656.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000656_gcc.npz,-0.18193009495735168,-1.6272248029708862,7.603019714355469
Avata_000823,Avata,0,train,1692849058.3901331,1692849059.3901331,1692849060.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000823.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000823_gcc.npz,1.958542823791504,4.531621932983398,9.123661041259766
Avata_001062,Avata,0,train,1692849118.1401331,1692849119.1401331,1692849120.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001062.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001062_gcc.npz,-0.6495531797409058,-1.2515147924423218,18.477092742919922
Avata_000872,Avata,0,train,1692849070.6401331,1692849071.6401331,1692849072.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000872.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000872_gcc.npz,1.8558553457260132,9.802993774414062,9.660725593566895
Avata_000965,Avata,0,train,1692849093.8901331,1692849094.8901331,1692849095.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000965.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000965_gcc.npz,2.0368592739105225,10.406806945800781,15.395524024963379
Avata_001296,Avata,0,train,1692849176.6401331,1692849177.6401331,1692849178.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001296.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001296_gcc.npz,3.8618953227996826,9.910240173339844,4.796130657196045
Avata_001289,Avata,0,train,1692849174.8901331,1692849175.8901331,1692849176.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001289.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001289_gcc.npz,3.9689602851867676,8.775572776794434,6.537962913513184
Avata_000681,Avata,0,train,1692849022.8901331,1692849023.8901331,1692849024.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000681.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000681_gcc.npz,-0.3191987872123718,-1.7014631032943726,8.18972396850586
Avata_000183,Avata,0,train,1692848898.3901331,1692848899.3901331,1692848900.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000183.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000183_gcc.npz,1.489381194114685,2.9410581588745117,3.176130533218384
Avata_000990,Avata,0,train,1692849100.1401331,1692849101.1401331,1692849102.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000990.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000990_gcc.npz,2.0684874057769775,10.343039512634277,17.3305606842041
Avata_000321,Avata,0,train,1692848932.8901331,1692848933.8901331,1692848934.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000321.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000321_gcc.npz,0.13156911730766296,-0.2434273362159729,3.1460325717926025
Avata_000972,Avata,0,train,1692849095.6401331,1692849096.6401331,1692849097.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000972.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000972_gcc.npz,1.981704592704773,10.368925094604492,16.15337562561035
Avata_000933,Avata,0,train,1692849085.8901331,1692849086.8901331,1692849087.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000933.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000933_gcc.npz,2.0735673904418945,10.314318656921387,11.942099571228027
Avata_000629,Avata,0,train,1692849009.8901331,1692849010.8901331,1692849011.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000629.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000629_gcc.npz,0.022077949717640877,-1.1008641719818115,7.656297206878662
Avata_000529,Avata,0,train,1692848984.8901331,1692848985.8901331,1692848986.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000529.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000529_gcc.npz,3.9381072521209717,12.097480773925781,5.741800785064697
Avata_000647,Avata,0,train,1692849014.3901331,1692849015.3901331,1692849016.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000647.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000647_gcc.npz,-0.28190502524375916,-1.7308623790740967,7.62467098236084
Avata_000224,Avata,0,train,1692848908.6401331,1692848909.6401331,1692848910.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000224.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000224_gcc.npz,0.7301850914955139,0.6407305002212524,3.1389057636260986
Avata_000885,Avata,0,train,1692849073.8901331,1692849074.8901331,1692849075.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000885.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000885_gcc.npz,2.050215482711792,10.699271202087402,9.798541069030762
Avata_000632,Avata,0,train,1692849010.6401331,1692849011.6401331,1692849012.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000632.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000632_gcc.npz,-0.25001001358032227,-1.9401733875274658,7.640312671661377
Avata_000121,Avata,0,train,1692848882.8901331,1692848883.8901331,1692848884.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000121.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000121_gcc.npz,5.120397090911865,12.003317832946777,2.878196954727173
Avata_001065,Avata,0,train,1692849118.8901331,1692849119.8901331,1692849120.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001065.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001065_gcc.npz,-0.6422611474990845,-1.2537566423416138,18.476106643676758
Avata_000489,Avata,0,train,1692848974.8901331,1692848975.8901331,1692848976.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000489.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000489_gcc.npz,3.887126922607422,12.057947158813477,3.5559864044189453
Avata_001007,Avata,0,train,1692849104.3901331,1692849105.3901331,1692849106.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001007.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001007_gcc.npz,1.7790910005569458,8.856703758239746,17.490890502929688
Avata_000922,Avata,0,train,1692849083.1401331,1692849084.1401331,1692849085.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000922.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000922_gcc.npz,2.064100742340088,10.294004440307617,10.81373405456543
Avata_000789,Avata,0,train,1692849049.8901331,1692849050.8901331,1692849051.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000789.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000789_gcc.npz,0.8566424250602722,0.7833634614944458,8.724780082702637
Avata_001189,Avata,0,train,1692849149.8901331,1692849150.8901331,1692849151.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001189.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001189_gcc.npz,-0.3269563913345337,-3.667520523071289,18.328828811645508
Avata_001038,Avata,0,train,1692849112.1401331,1692849113.1401331,1692849114.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001038.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001038_gcc.npz,0.4364767074584961,3.1778862476348877,18.175790786743164
Avata_001253,Avata,0,train,1692849165.8901331,1692849166.8901331,1692849167.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001253.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001253_gcc.npz,1.4608358144760132,0.599187433719635,14.80903148651123
Avata_001183,Avata,0,train,1692849148.3901331,1692849149.3901331,1692849150.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001183.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001183_gcc.npz,-0.2802007496356964,-3.636382818222046,18.329378128051758
Avata_000257,Avata,0,train,1692848916.8901331,1692848917.8901331,1692848918.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000257.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000257_gcc.npz,0.07553481310606003,-1.7060825824737549,3.091041088104248
Avata_000685,Avata,0,train,1692849023.8901331,1692849024.8901331,1692849025.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000685.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000685_gcc.npz,-0.6905090808868408,-2.6058342456817627,8.118157386779785
Avata_001219,Avata,0,train,1692849157.3901331,1692849158.3901331,1692849159.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001219.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001219_gcc.npz,-0.292962908744812,-3.8616933822631836,18.17073631286621
Avata_001058,Avata,0,train,1692849117.1401331,1692849118.1401331,1692849119.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_001058.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001058_gcc.npz,-0.5809912085533142,-1.224233627319336,18.52161407470703
Avata_000084,Avata,0,train,1692848873.6401331,1692848874.6401331,1692848875.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000084.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000084_gcc.npz,5.293722152709961,11.829541206359863,2.383103609085083
Avata_000150,Avata,0,train,1692848890.1401331,1692848891.1401331,1692848892.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000150.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000150_gcc.npz,2.9238736629486084,7.2606000900268555,2.595276355743408
Avata_000975,Avata,0,train,1692849096.3901331,1692849097.3901331,1692849098.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000975.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000975_gcc.npz,1.985803246498108,10.367019653320312,16.474584579467773
Avata_000075,Avata,0,train,1692848871.3901331,1692848872.3901331,1692848873.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000075.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000075_gcc.npz,5.256321430206299,11.835489273071289,1.338906168937683
Avata_000777,Avata,0,train,1692849046.8901331,1692849047.8901331,1692849048.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000777.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000777_gcc.npz,0.21337683498859406,-0.4112967252731323,8.611403465270996
Avata_000318,Avata,0,train,1692848932.1401331,1692848933.1401331,1692848934.1401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000318.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000318_gcc.npz,0.38882380723953247,-0.3531930148601532,3.151930093765259
Avata_000779,Avata,0,train,1692849047.3901331,1692849048.3901331,1692849049.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000779.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000779_gcc.npz,0.3015267550945282,-0.23311345279216766,8.632447242736816
Avata_000368,Avata,0,train,1692848944.6401331,1692848945.6401331,1692848946.6401331,outputs\mmaud_spectrograms_2s\Avata\Avata_000368.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000368_gcc.npz,0.4450571537017822,2.840160369873047,3.146998882293701
Avata_000607,Avata,0,train,1692849004.3901331,1692849005.3901331,1692849006.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000607.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000607_gcc.npz,1.7813372611999512,4.502679347991943,8.013330459594727
Avata_001173,Avata,0,train,1692849145.8901331,1692849146.8901331,1692849147.8901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001173.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001173_gcc.npz,-0.6183123588562012,-3.56817626953125,18.313751220703125
Avata_000719,Avata,0,train,1692849032.3901331,1692849033.3901331,1692849034.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_000719.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_000719_gcc.npz,-0.13535258173942566,-3.8829092979431152,8.15456771850586
Avata_001303,Avata,0,train,1692849178.3901331,1692849179.3901331,1692849180.3901331,outputs\mmaud_spectrograms_2s\Avata\Avata_001303.npz,outputs\experiments\gcc_phat_multitask_2s_weighted_100ep\features\gcc_phat\Avata\Avata_001303_gcc.npz,4.168545246124268,11.239593505859375,2.8758676052093506
